Name,SMILES,InChI,Solvent,Proton Transfer Type,pKa Type,pKa Type (Standardized),pKa Value (Corrected),pKa Value,pKa Value Uncertainty,Temperature,Temperature Uncertainty,Method,Method (code),Ionic Strength,Water Content,Homoconjugation and Other Reactions,Indicator type,Remarks,Remarks (code),Additional info,Reference,Reference (code),Standard,Standard (code)
Phenylacetic acid,O=C(O)Cc1ccccc1,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",nitromethane,acidic,pK1,pKa1,26.3,13.8,0.05,25,0.5,Potentiometric (glass electrode),P(G),~2E-3M,(3mM),logKf(HA2-)=2.83[72P],,"pKa was obtained from the half-neutralization point using pKa(HPic)=7.94 as reference. The glass electrode was calibrated in picrate buffer solutions. The base titrant was 1,3-diphenylguanidine, which was criticized[79K] not to be strong enough as a base titrant. ",*1c,,"A.G. Kozachenko, E.I. Matrosov and M.I. Kabachnik, Izv. Akad. Nauk SSSR, Ser. Khim., 1476 (1976); Bull. Acad. Sci. USSR, Chem. Sec., 1411 (1976).  Z. Pawlak, Rocz. Chem., 46, 2069 (1972). ","76K,72P",Group C: pKa(HPic)=7.94 (see *1c). ,C
Phenylacetic acid,O=C(O)Cc1ccccc1,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",nitromethane,acidic,pK1,pKa1,28.5,20.1,,25,0.3,Potentiometric (glass electrode),P(G),DHE,5mM,logKf(HA2-)=4.0,,"pKa was obtained by the titration of the acid with ca. 2.3M (~50%) aq. Bu4NOH, using pKa(DPhG)=17.2 as reference. Water introduced with the titrant had no practical influence on the values of pKa and homoconjugation constant. ",*1d,,"B.A. Korolev and E.I. Kashkovskaya, Zh. Obshch. Khim., 49, 909 (1979); J. Gen. Chem. USSR, 49, 788 (1979). ",79K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Phenyldiethylphosphine,CCP(CC)c1ccccc1,"InChI=1S/C10H15P/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",nitromethane,basic,pK1,pKaH1,21.21,12.81,0.1,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5.",*1,,"B.A. Korolev and B.I. Stepanov, lzv. Vyssh. Ucheb. Zaved., Ser. Khim. i Khim. Tekhnol., 11, 1193 (1968).",68K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Phenyldimethylphosphine,CP(C)c1ccccc1,"InChI=1S/C8H11P/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",nitromethane,basic,pK1,pKaH1,21.02,12.62,0.1,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5.",*1,,"B.A. Korolev and B.I. Stepanov, lzv. Vyssh. Ucheb. Zaved., Ser. Khim. i Khim. Tekhnol., 11, 1193 (1968).",68K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Picric acid,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,"InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H",nitromethane,acidic,pK1,pKa1,8.09,8.09,,25,0.02,Conductometric,C,,3mM,,,The Kraus and Bray method was used.,*12,,"E.I. Matrosov, A.G. Kozachenko and M.I. Kabachnik, Izv. Akad. Nauk. SSSR, Ser. Khim., 313 (1976); Bull. Acad. Sci. USSR, Chem. Sec., 295 (1976). ",76M,,
Picric acid,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,"InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H",nitromethane,acidic,pK1,pKa1,8.02,8.02,,25,0.1,Spectrophometric,S,~0,3mM,HA2- ND,,,,,"E.I. Matrosov, A.G. Kozachenko and M.I. Kabachnik, Izv. Akad. Nauk. SSSR, Ser. Khim., 313 (1976); Bull. Acad. Sci. USSR, Chem. Sec., 295 (1976). ",76M,,
Picric acid,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,"InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H",nitromethane,acidic,pK1,pKa1,20.37,7.67,,25,,Conductometric,C,DHE,,,,,,,"H. Smagowski and G. Wawrzyniak, Polish J. Chem., 56, 201 (1982).",82S,Group D: pKa(HPic)=7.67. ,D
Picric acid,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,"InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H",nitromethane,acidic,pK1,pKa1,18.9,10.5,,25,0.3,Potentiometric (glass electrode),P(G),DHE,5mM,logKf(HA2-)<<2.7,,"pKa was obtained by the titration of the acid with ca. 2.3M (~50%) aq. Bu4NOH, using pKa(DPhG)=17.2 as reference. Water introduced with the titrant had no practical influence on the values of pKa and homoconjugation constant. ",*1d,,"B.A. Korolev and E.I. Kashkovskaya, Zh. Obshch. Khim., 49, 909 (1979); J. Gen. Chem. USSR, 49, 788 (1979).  B.A. Korolev and E.I. Kashkovskaya, Zh. Obshch. Khim., 49, 2360 (1979); J. Gen. Chem. USSR, 49, 2081 (1979).","79K,79K1","Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Piperidine,C1CCNCC1,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",nitromethane,basic,pK1,pKaH1,26.62,18.22,0.1,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5.",*1,,"B.A. Korolev, M.A. Mal'tseva, A.I. Tarasov and V.A. Vasnev, Zh. Obshch. Khim., 44, 864 (1974); J. Gen. Chem. USSR, 44, 833 (1974). ",74K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Propylamine,CCCN,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",nitromethane,basic,pK1,pKaH1,25.28,16.88,0.1,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5.",*1,,"B.A. Korolev, M.A. Mal'tseva, A.I. Tarasov and V.A. Vasnev, Zh. Obshch. Khim., 44, 864 (1974); J. Gen. Chem. USSR, 44, 833 (1974). ",74K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Pyridine,c1ccncc1,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,nitromethane,basic,pK1,pKaH1,20.35,11.95,0.15,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5.",*1,,"K.M. Oyumaev, B.A. Korolev and R.E. Lokhov, Zh. Obshch. khim., 41, 2520 (1971); J. Gen. Chem. USSR, 41, 2548 (1971). B.A. Korolev and M.A. Mal'tseva, Zh. Obshch. Khim.,  1556 (1973); J. Gen. Chem. USSR, 43, 1540 (1973). ","71D,73K","Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Pyrrolidine,C1CCNC1,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",nitromethane,basic,pK1,pKaH1,26.68,18.28,0.1,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5.",*1,,"B.A. Korolev, M.A. Mal'tseva, A.I. Tarasov and V.A. Vasnev, Zh. Obshch. Khim., 44, 864 (1974); J. Gen. Chem. USSR, 44, 833 (1974). ",74K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Quinaldine,Cc1ccc2ccccc2n1,"InChI=1S/C10H9N/c1-8-6-7-9-4-2-3-5-10(9)11-8/h2-7H,1H3",nitromethane,basic,pK1,pKaH1,20.89,12.49,0.1,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5.",*1,,"B.A. Korolev and M.A. Mal'tseva, Zh. Obshch. Khim.,  1556 (1973); J. Gen. Chem. USSR, 43, 1540 (1973). ",73K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Quinoline,c1ccc2ncccc2c1,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,nitromethane,basic,pK1,pKaH1,19.8,11.4,0.15,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5.",*1,,"B.A. Korolev and M.A. Mal'tseva, Zh. Obshch. Khim.,  1556 (1973); J. Gen. Chem. USSR, 43, 1540 (1973). ",73K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Sulfuric acid,O=S(=O)(O)O,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",nitromethane,acidic,pK1,pKa1,13.5,5.1,,25,0.3,Potentiometric (glass electrode),P(G),DHE,5mM,logKf(H2A.HA-)=4.5,,"pKa was obtained by the titration of the acid with ca. 2.3M (~50%) aq. Bu4NOH, using pKa(DPhG)=17.2 as reference. Water introduced with the titrant had no practical influence on the values of pKa and homoconjugation constant. ",*1d,,"B.A. Korolev and E.I. Kashkovskaya, Zh. Obshch. Khim., 49, 909 (1979); J. Gen. Chem. USSR, 49, 788 (1979). ",79K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Sulfuric acid,O=S(=O)(O)O,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",nitromethane,acidic,pK2,pKa2,29.8,21.4,,25,0.3,Potentiometric (glass electrode),P(G),DHE,5mM,logKf(H2A.HA-)=4.5,,"pKa was obtained by the titration of the acid with ca. 2.3M (~50%) aq. Bu4NOH, using pKa(DPhG)=17.2 as reference. Water introduced with the titrant had no practical influence on the values of pKa and homoconjugation constant. ",*1d,,"B.A. Korolev and E.I. Kashkovskaya, Zh. Obshch. Khim., 49, 909 (1979); J. Gen. Chem. USSR, 49, 788 (1979). ",79K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetrabutylbutylene-diphosphine dioxide,CCCCP(=O)(CCCC)CCCCP(=O)(CCCC)CCCC,"InChI=1S/C20H44O2P2/c1-5-9-15-23(21,16-10-6-2)19-13-14-20-24(22,17-11-7-3)18-12-8-4/h5-20H2,1-4H3",nitromethane,basic,pK1,pKaH1,20.2,11.8,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetrabutylbutylene-diphosphine dioxide,CCCCP(=O)(CCCC)CCCCP(=O)(CCCC)CCCC,"InChI=1S/C20H44O2P2/c1-5-9-15-23(21,16-10-6-2)19-13-14-20-24(22,17-11-7-3)18-12-8-4/h5-20H2,1-4H3",nitromethane,basic,pK2,pKaH2,12.9,4.5,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetrabutylethylene-diphosphine dioxide,CCCCP(=O)(CCCC)CCP(=O)(CCCC)CCCC,"InChI=1S/C18H40O2P2/c1-5-9-13-21(19,14-10-6-2)17-18-22(20,15-11-7-3)16-12-8-4/h5-18H2,1-4H3",nitromethane,basic,pK1,pKaH1,19.5,11.1,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetrabutylmethylene-diphosphine dioxide,CCCCP(=O)(CCCC)CP(=O)(CCCC)CCCC,"InChI=1S/C17H38O2P2/c1-5-9-13-20(18,14-10-6-2)17-21(19,15-11-7-3)16-12-8-4/h5-17H2,1-4H3",nitromethane,basic,pK1,pKaH1,(8.22),(8.22),,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl{aryl)-methylenediphosphine dioxides(B) (R2P(O)-CH2-P(O)R2) (Ref. 68M); referred to pKa(DPhG)=17.2 [group A]; see *1 and *6).","*1,5",,"T.Ya. Medved, B.A. Korolev, K.S. Yudina, B.I. Stepanov and M.I. Kabachnik,Teor.  Eksp. Khim., 4, 116 (1968); Theor. Exp. Chem., 4, 75 (1968). ",68M,,
Tetrabutylmethylene-diphosphine dioxide,CCCCP(=O)(CCCC)CP(=O)(CCCC)CCCC,"InChI=1S/C17H38O2P2/c1-5-9-13-20(18,14-10-6-2)17-21(19,15-11-7-3)16-12-8-4/h5-17H2,1-4H3",nitromethane,basic,pK1,pKaH1,17.2,8.8,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetrabutylpropylene-diphosphine dioxide,CCCCP(=O)(CCCC)CCCP(=O)(CCCC)CCCC,"InChI=1S/C19H42O2P2/c1-5-9-14-22(20,15-10-6-2)18-13-19-23(21,16-11-7-3)17-12-8-4/h5-19H2,1-4H3",nitromethane,basic,pK1,pKaH1,20.1,11.7,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetrabutylpropylene-diphosphine dioxide,CCCCP(=O)(CCCC)CCCP(=O)(CCCC)CCCC,"InChI=1S/C19H42O2P2/c1-5-9-14-22(20,15-10-6-2)18-13-19-23(21,16-11-7-3)17-12-8-4/h5-19H2,1-4H3",nitromethane,basic,pK2,pKaH2,12.3,3.9,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetraethylbutylene-diphosphine dioxide,CCP(=O)(CC)CCCCP(=O)(CC)CC,"InChI=1S/C12H28O2P2/c1-5-15(13,6-2)11-9-10-12-16(14,7-3)8-4/h5-12H2,1-4H3",nitromethane,basic,pK1,pKaH1,20,11.6,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetraethylbutylene-diphosphine dioxide,CCP(=O)(CC)CCCCP(=O)(CC)CC,"InChI=1S/C12H28O2P2/c1-5-15(13,6-2)11-9-10-12-16(14,7-3)8-4/h5-12H2,1-4H3",nitromethane,basic,pK2,pKaH2,12,4,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetraethylethylene-diphosphine dioxide,CCP(=O)(CC)CCP(=O)(CC)CC,"InChI=1S/C10H24O2P2/c1-5-13(11,6-2)9-10-14(12,7-3)8-4/h5-10H2,1-4H3",nitromethane,basic,pK1,pKaH1,19.7,11.3,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetraethylmethylene-diphosphine dioxide,CCP(=O)(CC)CP(=O)(CC)CC,"InChI=1S/C9H22O2P2/c1-5-12(10,6-2)9-13(11,7-3)8-4/h5-9H2,1-4H3",nitromethane,basic,pK1,pKaH1,17.2,8.8,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetraethylpropylene-diphosphine dioxide,CCP(=O)(CC)CCCP(=O)(CC)CC,"InChI=1S/C11H26O2P2/c1-5-14(12,6-2)10-9-11-15(13,7-3)8-4/h5-11H2,1-4H3",nitromethane,basic,pK1,pKaH1,20.2,11.8,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetraethylpropylene-diphosphine dioxide,CCP(=O)(CC)CCCP(=O)(CC)CC,"InChI=1S/C11H26O2P2/c1-5-14(12,6-2)10-9-11-15(13,7-3)8-4/h5-11H2,1-4H3",nitromethane,basic,pK2,pKaH2,12,3.6,,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl(aryl)-alkylenediphosphine dioxides(B) [R2P(O)-CH2n-P(O)R2] (Ref. 72K); referred to pKa(DPhG)=17.2 [group A]. Moisture was more carefully reduced than in 5*.","*1,6",,"M.I. Kabachnik, E.I. Matrosov, T.Ya. Medved', S.A. Pisareva and I.B. Romanova, Teor. Eksp. Khim., 8, 361 (1972); Theor. Exp; Chem., 8, 293 (1972) ",72K,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
Tetraoctylmethylene-diphosphine dioxide,CCCCCCCCP(=O)(CCCCCCCC)CP(=O)(CCCCCCCC)CCCCCCCC,"InChI=1S/C33H70O2P2/c1-5-9-13-17-21-25-29-36(34,30-26-22-18-14-10-6-2)33-37(35,31-27-23-19-15-11-7-3)32-28-24-20-16-12-8-4/h5-33H2,1-4H3",nitromethane,basic,pK1,pKaH1,(16.73),(8.33),,25,0.3,Potentiometric (glass electrode),P(G),~1E-3M,,,,"pKa was obtained from the potential at half-neutralization of the base with HClO4. 1,3-Diphenylguanidine(DPhG, pKa = 17.2) served as reference. The linear response of the glass electrode, confirmed in 4 x 10-4 - 4 x 10-5 M HClO4, ,gave pKa(DPhG)=17.2 within the accuracy of ± 0.5. Table: pKa for tetraalkyl{aryl)-methylenediphosphine dioxides(B) (R2P(O)-CH2-P(O)R2) (Ref. 68M); referred to pKa(DPhG)=17.2 [group A]; see *1 and *6).","*1,5",,"T.Ya. Medved, B.A. Korolev, K.S. Yudina, B.I. Stepanov and M.I. Kabachnik,Teor.  Eksp. Khim., 4, 116 (1968); Theor. Exp. Chem., 4, 75 (1968). ",68M,"Group A: pKa(1,3-diphenylguanidine)=17.2. ",A
